Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Dantas, J.G., Andrade, T.D.S.D.O.M., Sodré, C.F.L., Castro, J.D.S., Carvalho-Neta, R.N.F., Torres, A.R.","Morphological biomarkers in Prochilodus lineatus (pisces, prochilodontidae) for environmental impact assessment in the region of the Baixada Maranhense, Brazil",2015,"AIP Conference Proceedings",1702,, 120004,,,,,10.1063/1.4938903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971554645&partnerID=40&md5=ef97ea44287c06f744f631e728d42571",Conference Paper,Scopus,2-s2.0-84971554645
"Andrade, T.D.S.D.O.M., Sousa, D.B.P., Dantas, J.G., Castro, J.D.S., Neta, R.N.F.C.","Oxidative stress enzyme and histopathological lesions in Colossoma macropomum (pisces, ariidae) for environmental impact assessment",2015,"AIP Conference Proceedings",1702,, 120007,,,,,10.1063/1.4938906,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971529412&partnerID=40&md5=162ccb1cb4bd243b9a98725df22d3d1d",Conference Paper,Scopus,2-s2.0-84971529412
"Yang, L.-J., Bai, T.-Z., Li, J., Li, J., Wu, D., He, Y.-B., Xu, H.-Y., Li, J.-W.","Research on environmental protection discharge fluid device for oil test of oil and gas well and its application",2015,"Well Testing",24,6,,,,65-66 and 69,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955073895&partnerID=40&md5=48536064a2a0dfb962bc5ab9ee97a104",Article,Scopus,2-s2.0-84955073895
"Jin, S., Du, J.-G., Sheng, Z.-H.","Evolutionary game analysis of regional environmental protection programme",2015,"Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice",35,12,,3107,3118,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961199101&partnerID=40&md5=69653785052da3dc9b1a782bbf34de09",Article,Scopus,2-s2.0-84961199101
"Mohan Kumar, K., Abd Rahman, A., Sambasivan, M.","Sustainable logistics: An emerging research area",2015,"2nd International Symposium on Technology Management and Emerging Technologies, ISTMET 2015 - Proceeding",,, 7359057,350,354,,,10.1109/ISTMET.2015.7359057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962326340&partnerID=40&md5=c8f2795899d82bb6a1008a2b649cf685",Conference Paper,Scopus,2-s2.0-84962326340
"Anspaugh, K.J.","State and Federal Oil and Gas Regulations",2015,"Environmental and Health Issues in Unconventional Oil and Gas Development",,,,211,223,,,10.1016/B978-0-12-804111-6.00012-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960824962&partnerID=40&md5=da40a36f6f87edbe8b85841eb0083009",Book Chapter,Scopus,2-s2.0-84960824962
"Haidar, V., Berros, M.V.","Towards a multidimensional and multi-scale approach of the ecological issue: The perspective of good living | Hacia un abordaje multidimensional y multiescalar de la cuestión ecológica: La perspectiva del buen vivir",2015,"Revista Critica de Ciencias Sociais",,108,,111,134,,,10.4000/rccs.6133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958246023&partnerID=40&md5=553fb5cc464b3e61ee0bfe243f49283b",Article,Scopus,2-s2.0-84958246023
"Jankowski, A., Kowalski, M.","Creating mechanisms of toxic substances emission of combustion engines | Mechanizmy tworzenia toksycznych składników spalin silników spalinowych",2015,"Journal of Konbin",36,1,,33,42,,,10.1515/jok-2015-0054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976902796&partnerID=40&md5=f5251fcfb953cacbf968d156c9cd8739",Article,Scopus,2-s2.0-84976902796
"Jankowski, A., Kowalski, M.","Influence of the quality of fuel atomization on the emission of exhaust gases toxic components of combustion engines | Wpływ jakości rozpylenia paliwa na emisjȩ toksycznych składników spalin silników spalinowych",2015,"Journal of Konbin",36,1,,43,50,,,10.1515/jok-2015-0055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976892399&partnerID=40&md5=1e93094bcd5b4878d904753cadff024b",Article,Scopus,2-s2.0-84976892399
"Harvey, T.S.","Muddying the Waters: Protection, Public Participation, and Ambiguity in the Language of Pollution in the Great Lakes",2015,"Culture, Agriculture, Food and Environment",37,2,,107,115,,,10.1111/cuag.12057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949194253&partnerID=40&md5=27c6611dc787f79a4ee8439fffda2079",Article,Scopus,2-s2.0-84949194253
"Zhang, Z., Zhang, C., Feng, Y., Wu, N.","Strategies for the decoupling effect of carbon emission and low carbon in the logistics industry of jiangxi province: From the perspective of environmental protection",2015,"Nature Environment and Pollution Technology",14,4,,995,1002,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84950114316&partnerID=40&md5=60049c589bb6bec81108a95d73d50b9c",Article,Scopus,2-s2.0-84950114316
"Horváth, G.","The Renewed Constitutional level of Environmental Law in Hungary",2015,"Acta Juridica Hungarica",56,4,,302,316,,,10.1556/026.2015.56.4.5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954132424&partnerID=40&md5=8033fc076b70a33e9fcccb8cb8f5faa5",Article,Scopus,2-s2.0-84954132424
"Wu, M.-Z., Yan, T.-J.","Environmental protection advantages of 7.63 m coke oven in WISCO and improvement of its problems",2015,"Kang T'ieh/Iron and Steel",50,12,,32,37,,1,10.13228/j.boyuan.issn0449-749x.20150123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84953396378&partnerID=40&md5=a5a0630876b7ab2afef26eab7178c51a",Article,Scopus,2-s2.0-84953396378
"Huang, D., Chen, L.-Y., Zhang, L.-F., Li, Q.-G., Li, Y.","Boost the upgrade of energy conservation and environmental protection technology management and promote the green transformation of iron and steel industry",2015,"Kang T'ieh/Iron and Steel",50,12,,1,10,,3,10.13228/j.boyuan.issn0449-749x.20150432,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84953395169&partnerID=40&md5=fb4ade1bc08c7100d060525ccaf4139c",Article,Scopus,2-s2.0-84953395169
"Zhao, H., He, K., Gao, X., Shi, L.","Analysis of environmental protection industrial cluster in Yixing based on diamond model",2015,"Proceedings of the 2015 10th IEEE Conference on Industrial Electronics and Applications, ICIEA 2015",,, 7334268,1081,1086,,,10.1109/ICIEA.2015.7334268,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960858680&partnerID=40&md5=1fae39d3d8ba64354cb064ee2df21b28",Conference Paper,Scopus,2-s2.0-84960858680
"Li, R., Liu, P., Shen, S., Wang, H., Lv, H., Yu, Z., Wang, Y., Guo, Z., Chen, L., Xue, X., Han, X., Ruan, W., Song, W., Cheng, J., Zhao, B.","Multiple weak interaction-assisted SERS detection platform for triadimefon",2015,"Journal of Raman Spectroscopy",46,1,,54,58,,1,10.1002/jrs.4594,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921644395&partnerID=40&md5=b6f8386c5e54cf0ec61750416d2c64e8",Article,Scopus,2-s2.0-84921644395
"Hsiao, C.-Y., Shih, P.-Y.","Exploring the effectiveness of picture books for teaching young children the concepts of environmental protection",2015,"International Research in Geographical and Environmental Education",,,,,,,,10.1080/10382046.2015.1106203,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946423426&partnerID=40&md5=f4289d5a29dfb75f8f94798e5313dc4a",Article in Press,Scopus,2-s2.0-84946423426
"Wang, L.","Preparation and Application of Viscosifier for Environmentally Friendly Oil-Based Drilling Fluid",2015,"Chemistry and Technology of Fuels and Oils",51,5,,539,544,,,10.1007/s10553-015-0637-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958061312&partnerID=40&md5=646e67f21da54df1328ea7be477613af",Article,Scopus,2-s2.0-84958061312
"Yu, J., Wang, C., Yang, Z.","Experimental study on energy conservation performance of hot-wall Kang with heating collector",2015,"Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science)",31,6,,1091,1098,,,10.11717/j.issn:2095-1922.2015.06.16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961801063&partnerID=40&md5=12235f797cc1b1ce6744f979a674d0b7",Article,Scopus,2-s2.0-84961801063
"Holtzer, M., Żymankowska-Kumon, S., Kmita, A., Dańko, R.","Emission of BTEX and PAHs from molding sands with furan cold setting resins containing different contents of free furfuryl alcohol during production of cast iron",2015,"China Foundry",12,6, 1672-6421(2015)06-446-05,446,450,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949771395&partnerID=40&md5=4a72f2eb75e87ca6c20f316921d309c8",Article,Scopus,2-s2.0-84949771395
"Makris, S.L., Vorhees, C.V.","Assessment of learning, memory and attention in developmental neurotoxicity regulatory studies: Introduction",2015,"Neurotoxicology and Teratology",52,,,62,67,,1,10.1016/j.ntt.2015.05.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949215974&partnerID=40&md5=13a9d592bfda6d9b527b60ee4728c919",Article,Scopus,2-s2.0-84949215974
"Kustov, L.M.","New organic-inorganic hybrid molecular systems and highly organized materials in catalysis",2015,"Russian Journal of Physical Chemistry A",89,11,,2006,2021,,1,10.1134/S0036024415110084,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944077656&partnerID=40&md5=45c4edebdf4d902b0d9389ceaa768731",Article,Scopus,2-s2.0-84944077656
"Di Vita, G.","The international strengthening of IPR and air pollution abatement: the role of the trips agreement",2015,"Technological and Economic Development of Economy",,,,,,,,10.3846/20294913.2015.1072752,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946430320&partnerID=40&md5=92abbb386065b9c5e2a241900edabac5",Article in Press,Scopus,2-s2.0-84946430320
"Zarei, S., Poorhashemi, S.A., Pournouri, M.","A deliberation on recent legal cases and judgments of the International Court of Justice on environmental disputes",2015,"International Journal of Environmental Science and Technology",12,10,,3391,3404,,,10.1007/s13762-015-0825-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939450741&partnerID=40&md5=fef1d721cc464f2c0bc1b6163013646b",Review,Scopus,2-s2.0-84939450741
"Hou, W., Ling, Y., Zhao, D., Shan, Q., Hei, D., Jia, W.","Important Parameters in inversion of nuclear accident source term based on BP neural network",2015,"Nanjing Hangkong Hangtian Daxue Xuebao/Journal of Nanjing University of Aeronautics and Astronautics",47,5,,778,784,,,10.16356/j.1005-2615.2015.05.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949516678&partnerID=40&md5=38c0787de0b509aa1cc856c01aa42e54",Article,Scopus,2-s2.0-84949516678
"Doran, R., Hanss, D., Larsen, S.","Attitudes, efficacy beliefs, and willingness to pay for environmental protection when travelling",2015,"Tourism and Hospitality Research",15,4,,281,292,,1,10.1177/1467358415580360,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940528538&partnerID=40&md5=8c77b86297a9849bfe1238831cfa6cb1",Article,Scopus,2-s2.0-84940528538
"Luo, Y., Liu, Y., Zhang, D.Y.","Advanced progresses in nature gas pipelining applying different drag reduction/energy saving technologies: A review",2015,"European Journal of Environmental and Civil Engineering",19,8,,931,949,,2,10.1080/19648189.2014.985852,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930577458&partnerID=40&md5=493260afaf621c1d6623cbdea0d2c44f",Article,Scopus,2-s2.0-84930577458
"Morkūnas, E., Vilkelis, A., Skrinskas, S., Skrodenis, E., Žilionienė, D.","Strategic road maintenance and development programme of the republic of Lithuania for 2030 – a tool for using national funds to create a sustainable and viable road network",2015,"Baltic Journal of Road and Bridge Engineering",10,3,,276,282,,,10.3846/bjrbe.2015.35,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974603009&partnerID=40&md5=abc0f620f0fde74e1380a34523fd64d2",Review,Scopus,2-s2.0-84974603009
"Reyes, J.A.L.","Exploring relationships of environmental attitudes, behaviors, and sociodemographic indicators to aspects of discourses: analyses of International Social Survey Programme data in the Philippines",2015,"Environment, Development and Sustainability",,,,,,,,10.1007/s10668-015-9704-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940210723&partnerID=40&md5=b3036fd6256de0a0dfafb3b9a4fc7587",Article in Press,Scopus,2-s2.0-84940210723
"Lu, S.Q., Xie, G., Chen, Z., Han, X.","The management of application of big data in internet of thing in environmental protection in China",2015,"Proceedings - 2015 IEEE 1st International Conference on Big Data Computing Service and Applications, BigDataService 2015",,, 7184884,218,222,,1,10.1109/BigDataService.2015.68,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84959465813&partnerID=40&md5=a3007da07bd518077246571f54dc1e2a",Conference Paper,Scopus,2-s2.0-84959465813
"Stringham, E.P., Miller, J.K., Clark, J.R.","Overcoming barriers to entry in an established industry: Tesla motors",2015,"California Management Review",57,4,,85,103,,1,10.1525/cmr.2015.57.4.85,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955588085&partnerID=40&md5=958f8e80cc94bf260568026fa4404279",Article,Scopus,2-s2.0-84955588085
"Tsai, S.-B., Xue, Y.-Z., Huang, P.-Y., Zhou, J., Li, G.-D., Guo, W.-F., Lau, H., Shang, Z.-W.","Establishing a criteria system for green production",2015,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",229,8,,1395,1406,,5,10.1177/0954405414535923,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946551845&partnerID=40&md5=97a716ab435536f3c857fa3d52ef9f31",Article,Scopus,2-s2.0-84946551845
"Ganjbakhsh, H., Abdullah, A.B., Sadi, M.K., Yadollahi, M.","Effective training factors for competency of demolition operatives in Malaysia",2015,"International Journal of Economics and Financial Issues",5,,,238,241,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979802557&partnerID=40&md5=6d4c0f98979aecffe2b25ec48ae73af1",Article,Scopus,2-s2.0-84979802557
"Carbonell, J.R.","Military spending, liberal institutions and state compliance with international environmental agreements",2015,"International Environmental Agreements: Politics, Law and Economics",,,,,,,,10.1007/s10784-015-9290-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937946539&partnerID=40&md5=730a3a4463ce56ca060669e03740fbd3",Article in Press,Scopus,2-s2.0-84937946539
"Collins, C.D., Baddeley, M., Clare, G., Murphy, R., Owens, S., Rocks, S.","Considering evidence: The approach taken by the Hazardous Substances Advisory Committee in the UK",2015,"Environment International",,,,,,,,10.1016/j.envint.2016.01.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963852033&partnerID=40&md5=e5befdedee854cfd10b269483ee55482",Article in Press,Scopus,2-s2.0-84963852033
"Wu, Y., Sheng, J., Huang, F.","China’s future investments in environmental protection and control of manufacturing industry: lessons from developed countries",2015,"Natural Hazards",77,3,,1889,1901,,2,10.1007/s11069-015-1681-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930377941&partnerID=40&md5=9f222ea4d16596d8a5c237fed3a0810b",Article,Scopus,2-s2.0-84930377941
"Petkova, V., Koleva, V., Kostova, B., Sarov, S.","Structural and thermal transformations on high energy milling of natural apatite",2015,"Journal of Thermal Analysis and Calorimetry",121,1,,217,225,,1,10.1007/s10973-014-4205-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84931568041&partnerID=40&md5=363abe475ba2f3c16cb328b3877c60d1",Article,Scopus,2-s2.0-84931568041
"Zhang, L., Guan, Y., Leaderer, B.P., Holford, T.R.","Estimating daily nitrogen dioxide level: application of a longitudinal model with spatially-correlated random effects",2015,"Environmental and Ecological Statistics",22,2, 6,329,344,,,10.1007/s10651-014-0300-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84929469779&partnerID=40&md5=ab30b8f6f3e65bc3400eec05d8ab5439",Article,Scopus,2-s2.0-84929469779
"Shu, J., Wang, Z., Huang, Y., Huang, N., Ren, C., Zhang, W.","Adsorption removal of Congo red from aqueous solution by polyhedral Cu<inf>2</inf>O nanoparticles: Kinetics, isotherms, thermodynamics and mechanism analysis",2015,"Journal of Alloys and Compounds",633,,,338,346,,12,10.1016/j.jallcom.2015.02.048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923596984&partnerID=40&md5=106a7cb6bece8c1436bc9b5eb00f2919",Article,Scopus,2-s2.0-84923596984
"Xi, B., Li, X., Gao, J., Zhao, Y., Liu, H., Xia, X., Yang, T., Zhang, L., Jia, X.","Review of challenges and strategies for balanced urban-rural environmental protection in China",2015,"Frontiers of Environmental Science and Engineering",9,3,,371,384,,2,10.1007/s11783-014-0744-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939889158&partnerID=40&md5=12823af6641cec9c1ec0210fa47d5482",Review,Scopus,2-s2.0-84939889158
"Matouq, M., Jildeh, N., Qtaishat, M., Hindiyeh, M., Al Syouf, M.Q.","The adsorption kinetics and modeling for heavy metals removal from wastewater by Moringa pods",2015,"Journal of Environmental Chemical Engineering",3,2,,775,784,,11,10.1016/j.jece.2015.03.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84929650144&partnerID=40&md5=93fcee137e15ffda83665a6e49515094",Article,Scopus,2-s2.0-84929650144
"Connors, E.","Coal-ash management by U.S. electric utilities: Overview and recent developments",2015,"Utilities Policy",34,,,30,33,,,10.1016/j.jup.2015.03.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927757616&partnerID=40&md5=3096fdc249cf41afcaf414457ce5e654",Article,Scopus,2-s2.0-84927757616
"Abdullah, N.A.H.N., Yaakub, S.","The pressure for reverse logistics adoption among manufacturers in Malaysia",2015,"Asian Journal of Business and Accounting",8,1,,151,178,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949947643&partnerID=40&md5=921b832aa56e81252821b4e82fd9e3c8",Article,Scopus,2-s2.0-84949947643
"He, T., Lu, Y., Cui, Y., Luo, Y., Wang, M., Meng, W., Zhang, K., Zhao, F.","Detecting gradual and abrupt changes in water quality time series in response to regional payment programs for watershed services in an agricultural area",2015,"Journal of Hydrology",525,,,457,471,,1,10.1016/j.jhydrol.2015.04.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927947446&partnerID=40&md5=113bde5289ba5084a9c48bee5b27c5e7",Article,Scopus,2-s2.0-84927947446
"Fan, Y., Wu, S., Lu, Y., Wang, Y., Zhao, Y., Xu, S., Feng, Y.","An approach of measuring environmental protection in Chinese industries: A study using input-output model analysis",2015,"Journal of Cleaner Production",,,,,,,,10.1016/j.jclepro.2015.12.114,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955596348&partnerID=40&md5=fac1d1e918c60f394a5e642e21ae1427",Article in Press,Scopus,2-s2.0-84955596348
"Kaliakatsos, D., Mirabelli, G., Pizzuti, T.","Noise risk assessment in the workplace: The case of a waste selection plant",2015,"Noise and Vibration Worldwide",46,5,,8,17,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949802088&partnerID=40&md5=e5f00beff5b3d6b3052905b8360951c4",Article,Scopus,2-s2.0-84949802088
"Adeoye, P.A., Man, H.C., Soom, M.A., Thamer, A.M., Oluwakunmi, A.C.","Poultry waste generation, management and the environment: A case of Minna, North Central Nigeria",2015,"Journal of Solid Waste Technology and Management",41,2,,146,156,,,10.5276/JSWTM.2015.146,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955621951&partnerID=40&md5=0e528d75256d82b9e5f9cb5f88971af5",Article,Scopus,2-s2.0-84955621951
"Duan, W., Lang, Z., Wen, Y.","The Effects of the Sloping Land Conversion Program on Poverty Alleviation in the Wuling Mountainous Area of China",2015,"Small-scale Forestry",14,3,,331,350,,,10.1007/s11842-015-9291-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939650454&partnerID=40&md5=3e8838ec24926bf82caec8a0e7755bde",Article,Scopus,2-s2.0-84939650454
"Chen, J., Chen, J., Miao, Y., Song, M., Fan, Y.","Unbalanced development of inter-provincial high-grade highway in China: Decomposing the Gini coefficient",2015,"Transportation Research Part D: Transport and Environment",,,,,,,,10.1016/j.trd.2015.06.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937061115&partnerID=40&md5=af8a68a09aee31f23d75b954ac8bbc45",Article in Press,Scopus,2-s2.0-84937061115
"Moser, F., Jakl, T.","Chemical leasing—a review of implementation in the past decade",2015,"Environmental Science and Pollution Research",22,8,,6325,6348,,2,10.1007/s11356-014-3879-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937109430&partnerID=40&md5=157aaf571cf085b4d63349cf0e69c8e1",Article,Scopus,2-s2.0-84937109430
"Irwin, K., Edwards, K., Tamburello, J.A.","Gender, trust and cooperation in environmental social dilemmas",2015,"Social Science Research",50,,,328,342,,3,10.1016/j.ssresearch.2014.09.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921059194&partnerID=40&md5=a20aea059660c072d14c038419828df5",Article,Scopus,2-s2.0-84921059194
"Babalou, A.A., Rafia, N., Ghasemzadeh, K.","Integrated systems involving pervaporation and applications",2015,"Pervaporation, Vapour Permeation and Membrane Distillation: Principles and Applications",,,,65,86,,,10.1016/B978-1-78242-246-4.00003-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940063604&partnerID=40&md5=63d9613ed9338f38fa9b305c108920b0",Book Chapter,Scopus,2-s2.0-84940063604
"Värk, J.","China's dilemmas on the road to reforms under Xi Jinping",2015,"Baltic Journal of European Studies",5,1,,133,149,,1,10.1515/bjes-2015-0009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84959065060&partnerID=40&md5=de8766cb05c9dc73f7610562caecabae",Article,Scopus,2-s2.0-84959065060
"Xiong, L., Yu, H., Ba, X., Zhang, W., Yu, Y.","Cu&lt;inf&gt;2&lt;/inf&gt;O-Based Nanocomposites for Environmental Protection: Relationship between Structure and Photocatalytic Activity, Application, and Mechanism",2015,"Nanomaterials for Environmental Protection",,,,41,70,,,10.1002/9781118845530.ch3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927572246&partnerID=40&md5=2d927bcea67136b70a30090a2f657475",Book Chapter,Scopus,2-s2.0-84927572246
"Sîrbu, C.C., Tonea, E., Martin, S., Becherescu, A., Popa, D.","Study on the involvement of managers in achievement of the tourist’s needs and the environment protection",2015,"International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM",1,5,,823,830,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946825762&partnerID=40&md5=b78d365a2373d8f67153282ea54d5365",Conference Paper,Scopus,2-s2.0-84946825762
"Boycheva, S., Zgureva, D., Barbov, B., Kalvachev, Y.","Synthetic micro- and nanocrystalline zeolites for environmental protection systems",2015,"NATO Science for Peace and Security Series A: Chemistry and Biology",39,,,443,450,,1,10.1007/978-94-017-9697-2_45,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922340888&partnerID=40&md5=abeee80295f07cfe8c4f20c515e40281",Article,Scopus,2-s2.0-84922340888
"Jin, J., Wang, J., Wang, Y., Butti, J.","Measurement of ecological footprint productivity in China",2015,"Nature Environment and Pollution Technology",14,1,,171,180,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925190752&partnerID=40&md5=7b1b7d010267beb219cc91cec21f232d",Article,Scopus,2-s2.0-84925190752
"Bondarciuc, A., Ravariu, C., Bondarciuc, V., Alecu, G.","Non-polluting medical technology for environment and patient used in inflammatory diseases monitoring",2015,"Environmental Engineering and Management Journal",14,4,,763,768,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940755709&partnerID=40&md5=9a53b9238b77c7d5468c90d11d406e9a",Article,Scopus,2-s2.0-84940755709
"Boycheva, S., Zgureva, D., Barbov, B., Kalvachev, Y.","Synthetic micro- and nanocrystalline zeolites for environmental protection systems",2015,"Nanoscience Advances in CBRN Agents Detection, Information and Energy Security",,,,443,450,,,10.1007/978-94-017-9697-2_45,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944223796&partnerID=40&md5=a4b4f4f9e710c21e06543e23601c6723",Book Chapter,Scopus,2-s2.0-84944223796
"Ingaldi, M.","Management of the packaging waste in companies in Poland",2015,"International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM",3,5,,385,392,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946561447&partnerID=40&md5=4988b2e2b89abf4c50007400ac4ea251",Conference Paper,Scopus,2-s2.0-84946561447
"Bertella, G., Vester, H.I.","Whale watching in norway caught between more traditional hunting canons and the lucrative promise of seismic airguns",2015,"Tourism in Marine Environments",11,1,,73,77,,,10.3727/154427315X14398263718510,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946050061&partnerID=40&md5=9a3f821cecbe57e847027e18c5040969",Article,Scopus,2-s2.0-84946050061
"Granat, K., Nowak, D., Pigiel, M., Florczak, W., Opyd, B.","Application of microwave radiation in innovative process of neutralising asbestos-containing wastes",2015,"Archives of Civil and Mechanical Engineering",15,1,,188,194,,1,10.1016/j.acme.2014.05.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84920552869&partnerID=40&md5=2009d36342858f0e297a625513173350",Article,Scopus,2-s2.0-84920552869
"Lin, C.-Y., Chou, H.-M.","Innovation and environmental protection in Taiwan’s “vegetarian diet culture”—survey targeting religious groups",2015,"Innovation in Design, Communication and Engineering - Proceedings of the 3rd International Conference on Innovation, Communication and Engineering, ICICE 2014",,,,369,372,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949756653&partnerID=40&md5=418725d792bbde6804522f4020fcb67e",Conference Paper,Scopus,2-s2.0-84949756653
"Jue, H.","The development of BSSF slag treatment technology",2015,"SEAISI Quarterly (South East Asia Iron and Steel Institute)",44,3,,21,24,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961385212&partnerID=40&md5=188b76380a318d5622e8ce38acd13603",Article,Scopus,2-s2.0-84961385212
"Kachurin, N., Komashchenko, V., Morkun, V.","Environmental monitoring atmosphere of mining territories",2015,"Metallurgical and Mining Industry",7,6,,595,598,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941271219&partnerID=40&md5=b5c929ded17f397c194f56db445c2191",Article,Scopus,2-s2.0-84941271219
"Oughton, D.H.","Ethical foundations of environmental radiological protection",2015,"Annals of the ICRP",45,,,345,357,,,10.1177/0146645316639836,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84967113348&partnerID=40&md5=a5b9757409b2c77468e1728be79f06b5",Article,Scopus,2-s2.0-84967113348
"Hu, Z.","Study on construction technology of green rubber concrete",2015,"Future Communication, Information and Computer Science - Proceedings of the International Conference on Future Communication, Information and Computer Science, FCICS 2014",,,,389,391,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940472688&partnerID=40&md5=5b02ee5eea6770e4e6cdbc81ae687781",Conference Paper,Scopus,2-s2.0-84940472688
"Dańko, J., Dańko, R., Skrzyński, M.","Used furan sand reclamation in REGMAS vibratory unit",2015,"Archives of Foundry Engineering",15,3,,25,28,,,10.1515/afe-2015-0053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941800583&partnerID=40&md5=a0130f500566b9abe32f10ae06ca9fe5",Article,Scopus,2-s2.0-84941800583
"Shi, C.","Analysis on the manifestation of the green environmental protection concept in architectural engineering survey",2015,"Future Communication, Information and Computer Science - Proceedings of the International Conference on Future Communication, Information and Computer Science, FCICS 2014",,,,289,291,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940475976&partnerID=40&md5=eef6f1d386f623c80773a3c5dbd04497",Conference Paper,Scopus,2-s2.0-84940475976
"Łagiewka, M., Opyrchal, L., Wanat, M.","The role of hydrotechnical structures on the conservation Areas | Rola obiektów hydrotechnicznych na obszarach objetych ochrona przyrody",2015,"Scientific Review Engineering and Environmental Sciences",24,3,,249,256,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84942899987&partnerID=40&md5=b8c3669eaa0db041f5cc2408011225fa",Article,Scopus,2-s2.0-84942899987
