Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Dechezleprêtre, A., Neumayer, E., Perkins, R.","Environmental regulation and the cross-border diffusion of new technology: Evidence from automobile patents",2015,"Research Policy","44","1",,"244","257",,3,10.1016/j.respol.2014.07.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916594146&partnerID=40&md5=4a75221ebad5b443435961e95ddf481e",Article,Scopus,2-s2.0-84916594146
"Wang, F., Wang, M., Wang, M.","New research progress on electric regeneration of ion exchange resins",2015,"Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption","31","2",,"187","192",,,10.16026/j.cnki.iea.2015020187,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931032273&partnerID=40&md5=4d8ad684f48c008174be5e1e496bc4dc",Review,Scopus,2-s2.0-84931032273
"Nandakumar, N., Arularasu, M.","Study assessment on occupational safety and health in small scale foundry environment",2015,"International Journal of Applied Engineering Research","10","18",,"39775","39779",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944571734&partnerID=40&md5=4b90e74cb50bcc5851931f7a81abe64e",Article,Scopus,2-s2.0-84944571734
"Li, Q., Jiang, J., Duan, L., Deng, J., Jiang, L., Li, Z., Hao, J.","Improving the removal efficiency of elemental mercury by pre-existing aerosol particles in double dielectric barrier discharge treatments",2015,"Aerosol and Air Quality Research","15","4",,"1506","1513",,,10.4209/aaqr.2014.12.0334,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938352292&partnerID=40&md5=7cbdb7e0e7d7a43aa0e14bb5e5b05c9d",Article,Scopus,2-s2.0-84938352292
"Arunakumara, K.K.I.U., Walpola, B.C., Yoon, M.-H.","Bioaugmentation-assisted phytoextraction of Co, Pb and Zn: An assessment with a phosphate-solubilizing bacterium isolated from metal-contaminated mines of Boryeong Area in South Korea [Phytoextraction de Co, PB et Zn par bioaugmentation assistée : Une évaluation avec une bactérie solubilisant le phosphate isolée de mines contaminées par les métaux dans la région de Boryeong en Corée du Sud]",2015,"Biotechnology, Agronomy and Society and Environment","19","2",,"143","152",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930693312&partnerID=40&md5=638518d950c7f8121ab4cedbb986272b",Article,Scopus,2-s2.0-84930693312
"Guo, X., Wei, Z., Wu, Q.","Degradation and residue of EDTA used for soil repair in heavy metal-contaminated soil",2015,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","31","7",,"272","278",,,10.3969/j.issn.1002-6819.2015.07.038,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928400213&partnerID=40&md5=62bbe0fbbf787d0518f9d6b3bc0e1535",Article,Scopus,2-s2.0-84928400213
"Zhong, L., Luo, W.F.","An agent-based decision making model for water pollution control",2015,"Environment, Energy and Applied Technology - Proceedings of the 2014 3rd International Conference on Frontier of Energy and Environment Engineering, ICFEEE 2014",,,,"163","167",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941628432&partnerID=40&md5=9b929232922cee80e4fb6845d6cb666c",Conference Paper,Scopus,2-s2.0-84941628432
"Honti, M.","Controlling River Eutrophication under Conflicts of Interests-A GIS Modeling Approach",2015,"Water (Switzerland)","7","9",,"5078","5090",,,10.3390/w7095078,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945152379&partnerID=40&md5=f5e3ce669906f086ce5b2664ca64dda0",Article,Scopus,2-s2.0-84945152379
"Viikmäe, B., Torsvik, T., Soomere, T.","Verification of modelled locations of coastal areas exposed to current-driven pollution in the Gulf of Finland by using surface drifters [Reostuse hoovustransport laevateelt soome lahe randadesse: Arvutisimulatsioonide ja triivpoide teekondade võrdlus]",2015,"Proceedings of the Estonian Academy of Sciences","64","3",,"405","416",,1,10.3176/proc.2015.3S.11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940558882&partnerID=40&md5=193b16874e399c6c1c1e5afb3d761846",Article,Scopus,2-s2.0-84940558882
"Li, C., Huang, W.","Analysis of the competition network of industrial waste emissions in Beijing, China",2015,"Nature Environment and Pollution Technology","14","2",,"299","306",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932126805&partnerID=40&md5=39af9c161c4dade1ea46679da633d1ba",Article,Scopus,2-s2.0-84932126805
